Distance (mm)	Counts
0.0	16.0
0.2	33.0
0.4	19.0
0.6	33.0
0.8	32.0
1.0	38.0
1.2	30.0
1.4	50.0
1.6	46.0
1.8	53.0
2.0	78.0
2.2	79.0
2.4	130.0
2.6	121.0
2.8	154.0
3.0	126.0
3.2	99.0
3.4	75.0
3.6	68.0
3.8	56.0
4.0	45.0
4.2	37.0
4.4	43.0
4.6	29.0
4.8	35.0
5.0	25.0
5.2	20.0
5.4	26.0
5.6	25.0
5.8	17.0
6.0	9.0
6.2	17.0
6.4	16.0
6.6	22.0
6.8	16.0
7.0	15.0
7.2	13.0
7.4	20.0
7.6	18.0
7.8	19.0
8.0	20.0
8.2	17.0
8.4	25.0
8.6	19.0
8.8	35.0
9.0	37.0
9.2	27.0
9.4	29.0
9.6	25.0
9.8	42.0
10.0	58.0
10.2	60.0
10.4	66.0
10.6	90.0
10.8	116.0
11.0	152.0
11.2	152.0
11.4	106.0
11.6	82.0
11.8	57.0
12.0	60.0
12.2	36.0
12.4	47.0
12.6	46.0
12.8	38.0
13.0	33.0
13.2	25.0
13.4	25.0
13.6	20.0
13.8	17.0
14.0	22.0
14.2	14.0
14.4	21.0
14.6	25.0
14.8	12.0
15.0	14.0
15.2	13.0
15.4	6.0
15.6	11.0
15.8	12.0
16.0	15.0
