Distance (mm)	Counts
0.0	24.0
0.2	32.0
0.4	52.0
0.6	46.0
0.8	52.0
1.0	76.0
1.2	85.0
1.4	124.0
1.6	104.0
1.8	112.0
2.0	70.0
2.2	55.0
2.4	59.0
2.6	39.0
2.8	24.0
3.0	38.0
3.2	29.0
3.4	25.0
3.6	24.0
3.8	26.0
4.0	23.0
4.2	24.0
4.4	22.0
4.6	12.0
4.8	18.0
5.0	17.0
5.2	11.0
5.4	14.0
5.6	14.0
5.8	16.0
6.0	11.0
6.2	12.0
6.4	12.0
6.6	19.0
6.8	22.0
7.0	21.0
7.2	14.0
7.4	14.0
7.6	12.0
7.8	8.0
8.0	16.0
8.2	14.0
8.4	15.0
8.6	21.0
8.8	14.0
9.0	16.0
9.2	23.0
9.4	43.0
9.6	35.0
9.8	36.0
10.0	38.0
10.2	37.0
10.4	55.0
10.6	48.0
10.8	56.0
11.0	84.0
11.2	119.0
11.4	119.0
11.6	95.0
11.8	69.0
12.0	53.0
12.2	48.0
12.4	51.0
12.6	46.0
12.8	28.0
13.0	27.0
13.2	33.0
13.4	20.0
13.6	24.0
13.8	22.0
14.0	18.0
14.2	11.0
14.4	12.0
14.6	16.0
14.8	8.0
15.0	12.0
15.2	14.0
15.4	11.0
15.6	17.0
15.8	9.0
16.0	7.0
