Distance (mm)	Counts
0.0	37.0
0.2	45.0
0.4	52.0
0.6	79.0
0.8	72.0
1.0	104.0
1.2	136.0
1.4	130.0
1.6	112.0
1.8	66.0
2.0	79.0
2.2	50.0
2.4	49.0
2.6	42.0
2.8	35.0
3.0	42.0
3.2	31.0
3.4	31.0
3.6	19.0
3.8	21.0
4.0	18.0
4.2	14.0
4.4	15.0
4.6	14.0
4.8	17.0
5.0	12.0
5.2	14.0
5.4	9.0
5.6	11.0
5.8	11.0
6.0	10.0
6.2	11.0
6.4	18.0
6.6	13.0
6.8	10.0
7.0	8.0
7.2	9.0
7.4	14.0
7.6	21.0
7.8	11.0
8.0	15.0
8.2	8.0
8.4	15.0
8.6	16.0
8.8	15.0
9.0	18.0
9.2	20.0
9.4	17.0
9.6	15.0
9.8	24.0
10.0	26.0
10.2	40.0
10.4	32.0
10.6	51.0
10.8	45.0
11.0	51.0
11.2	62.0
11.4	70.0
11.6	124.0
11.8	138.0
12.0	154.0
12.2	105.0
12.4	83.0
12.6	71.0
12.8	56.0
13.0	41.0
13.2	41.0
13.4	44.0
13.6	33.0
13.8	25.0
14.0	25.0
14.2	19.0
14.4	24.0
14.6	18.0
14.8	14.0
15.0	16.0
15.2	17.0
15.4	18.0
15.6	8.0
15.8	18.0
16.0	17.0
