Distance (mm)	Counts
0.0	38.0
0.2	44.0
0.4	60.0
0.6	68.0
0.8	100.0
1.0	141.0
1.2	121.0
1.4	89.0
1.6	71.0
1.8	59.0
2.0	46.0
2.2	51.0
2.4	37.0
2.6	51.0
2.8	34.0
3.0	34.0
3.2	32.0
3.4	21.0
3.6	21.0
3.8	10.0
4.0	16.0
4.2	14.0
4.4	26.0
4.6	16.0
4.8	22.0
5.0	24.0
5.2	11.0
5.4	19.0
5.6	13.0
5.8	15.0
6.0	16.0
6.2	11.0
6.4	16.0
6.6	15.0
6.8	10.0
7.0	12.0
7.2	11.0
7.4	15.0
7.6	16.0
7.8	23.0
8.0	17.0
8.2	22.0
8.4	15.0
8.6	21.0
8.8	17.0
9.0	19.0
9.2	17.0
9.4	17.0
9.6	14.0
9.8	23.0
10.0	30.0
10.2	33.0
10.4	36.0
10.6	55.0
10.8	39.0
11.0	55.0
11.2	60.0
11.4	60.0
11.6	90.0
11.8	128.0
12.0	138.0
12.2	81.0
12.4	75.0
12.6	56.0
12.8	46.0
13.0	44.0
13.2	48.0
13.4	26.0
13.6	24.0
13.8	25.0
14.0	14.0
14.2	28.0
14.4	12.0
14.6	20.0
14.8	12.0
15.0	15.0
15.2	16.0
15.4	14.0
15.6	21.0
15.8	18.0
16.0	11.0
