Distance (mm)	Counts
0.0	7.0
0.2	21.0
0.4	9.0
0.6	17.0
0.8	17.0
1.0	16.0
1.2	18.0
1.4	15.0
1.6	19.0
1.8	24.0
2.0	27.0
2.2	18.0
2.4	42.0
2.6	49.0
2.8	50.0
3.0	60.0
3.2	84.0
3.4	101.0
3.6	116.0
3.8	136.0
4.0	111.0
4.2	106.0
4.4	79.0
4.6	73.0
4.8	69.0
5.0	49.0
5.2	55.0
5.4	35.0
5.6	34.0
5.8	46.0
6.0	51.0
6.2	50.0
6.4	48.0
6.6	24.0
6.8	45.0
7.0	46.0
7.2	45.0
7.4	55.0
7.6	48.0
7.8	50.0
8.0	44.0
8.2	65.0
8.4	86.0
8.6	143.0
8.8	139.0
9.0	162.0
9.2	125.0
9.4	87.0
9.6	73.0
9.8	68.0
10.0	58.0
10.2	51.0
10.4	51.0
10.6	42.0
10.8	38.0
11.0	36.0
11.2	25.0
11.4	26.0
11.6	14.0
11.8	22.0
12.0	23.0
12.2	25.0
12.4	14.0
12.6	9.0
12.8	14.0
13.0	14.0
13.2	16.0
13.4	17.0
13.6	22.0
13.8	7.0
14.0	8.0
14.2	15.0
14.4	13.0
14.6	13.0
14.8	11.0
15.0	13.0
15.2	7.0
15.4	12.0
15.6	10.0
15.8	6.0
16.0	8.0
