Distance (mm)	Counts
0.0	36.0
0.2	25.0
0.4	42.0
0.6	47.0
0.8	40.0
1.0	53.0
1.2	55.0
1.4	89.0
1.6	122.0
1.8	142.0
2.0	131.0
2.2	116.0
2.4	61.0
2.6	59.0
2.8	52.0
3.0	47.0
3.2	41.0
3.4	46.0
3.6	30.0
3.8	26.0
4.0	28.0
4.2	27.0
4.4	18.0
4.6	19.0
4.8	21.0
5.0	20.0
5.2	14.0
5.4	32.0
5.6	20.0
5.8	10.0
6.0	16.0
6.2	15.0
6.4	16.0
6.6	17.0
6.8	14.0
7.0	25.0
7.2	19.0
7.4	21.0
7.6	22.0
7.8	22.0
8.0	16.0
8.2	23.0
8.4	20.0
8.6	19.0
8.8	36.0
9.0	32.0
9.2	38.0
9.4	33.0
9.6	41.0
9.8	42.0
10.0	50.0
10.2	54.0
10.4	75.0
10.6	89.0
10.8	116.0
11.0	122.0
11.2	96.0
11.4	84.0
11.6	65.0
11.8	50.0
12.0	48.0
12.2	53.0
12.4	38.0
12.6	31.0
12.8	30.0
13.0	34.0
13.2	25.0
13.4	20.0
13.6	21.0
13.8	19.0
14.0	18.0
14.2	18.0
14.4	13.0
14.6	13.0
14.8	14.0
15.0	14.0
15.2	13.0
15.4	5.0
15.6	12.0
15.8	12.0
16.0	18.0
