Distance (mm)	Counts
0.0	12.0
0.2	21.0
0.4	16.0
0.6	16.0
0.8	18.0
1.0	13.0
1.2	14.0
1.4	26.0
1.6	26.0
1.8	31.0
2.0	27.0
2.2	29.0
2.4	47.0
2.6	44.0
2.8	46.0
3.0	56.0
3.2	51.0
3.4	85.0
3.6	93.0
3.8	113.0
4.0	132.0
4.2	157.0
4.4	129.0
4.6	83.0
4.8	71.0
5.0	61.0
5.2	66.0
5.4	50.0
5.6	56.0
5.8	43.0
6.0	39.0
6.2	28.0
6.4	34.0
6.6	26.0
6.8	28.0
7.0	30.0
7.2	30.0
7.4	25.0
7.6	24.0
7.8	22.0
8.0	29.0
8.2	36.0
8.4	36.0
8.6	44.0
8.8	64.0
9.0	46.0
9.2	74.0
9.4	84.0
9.6	98.0
9.8	143.0
10.0	131.0
10.2	109.0
10.4	79.0
10.6	66.0
10.8	61.0
11.0	49.0
11.2	44.0
11.4	31.0
11.6	37.0
11.8	37.0
12.0	31.0
12.2	25.0
12.4	18.0
12.6	21.0
12.8	21.0
13.0	24.0
13.2	16.0
13.4	13.0
13.6	20.0
13.8	20.0
14.0	18.0
14.2	20.0
14.4	18.0
14.6	14.0
14.8	16.0
15.0	10.0
15.2	7.0
15.4	11.0
15.6	10.0
15.8	7.0
16.0	8.0
