Distance (mm)	Counts
0.0	38.0
0.2	44.0
0.4	49.0
0.6	70.0
0.8	97.0
1.0	138.0
1.2	135.0
1.4	110.0
1.6	78.0
1.8	64.0
2.0	55.0
2.2	41.0
2.4	41.0
2.6	38.0
2.8	28.0
3.0	32.0
3.2	30.0
3.4	19.0
3.6	17.0
3.8	21.0
4.0	21.0
4.2	13.0
4.4	16.0
4.6	13.0
4.8	14.0
5.0	19.0
5.2	14.0
5.4	17.0
5.6	14.0
5.8	11.0
6.0	11.0
6.2	20.0
6.4	11.0
6.6	10.0
6.8	13.0
7.0	8.0
7.2	11.0
7.4	11.0
7.6	17.0
7.8	17.0
8.0	17.0
8.2	12.0
8.4	20.0
8.6	15.0
8.8	8.0
9.0	18.0
9.2	20.0
9.4	18.0
9.6	18.0
9.8	20.0
10.0	29.0
10.2	38.0
10.4	33.0
10.6	36.0
10.8	39.0
11.0	40.0
11.2	44.0
11.4	78.0
11.6	105.0
11.8	121.0
12.0	131.0
12.2	108.0
12.4	70.0
12.6	58.0
12.8	52.0
13.0	36.0
13.2	45.0
13.4	26.0
13.6	24.0
13.8	40.0
14.0	26.0
14.2	24.0
14.4	16.0
14.6	17.0
14.8	19.0
15.0	14.0
15.2	8.0
15.4	12.0
15.6	20.0
15.8	8.0
16.0	11.0
