Distance (mm)	Counts
0.0	38.0
0.2	29.0
0.4	32.0
0.6	44.0
0.8	39.0
1.0	64.0
1.2	98.0
1.4	127.0
1.6	121.0
1.8	116.0
2.0	75.0
2.2	62.0
2.4	48.0
2.6	37.0
2.8	49.0
3.0	37.0
3.2	34.0
3.4	36.0
3.6	27.0
3.8	24.0
4.0	14.0
4.2	26.0
4.4	12.0
4.6	19.0
4.8	18.0
5.0	16.0
5.2	16.0
5.4	21.0
5.6	9.0
5.8	12.0
6.0	11.0
6.2	14.0
6.4	11.0
6.6	9.0
6.8	7.0
7.0	10.0
7.2	15.0
7.4	17.0
7.6	9.0
7.8	11.0
8.0	15.0
8.2	21.0
8.4	21.0
8.6	11.0
8.8	20.0
9.0	21.0
9.2	15.0
9.4	17.0
9.6	26.0
9.8	27.0
10.0	30.0
10.2	34.0
10.4	35.0
10.6	34.0
10.8	51.0
11.0	55.0
11.2	85.0
11.4	122.0
11.6	118.0
11.8	148.0
12.0	98.0
12.2	91.0
12.4	75.0
12.6	62.0
12.8	44.0
13.0	31.0
13.2	28.0
13.4	43.0
13.6	35.0
13.8	34.0
14.0	25.0
14.2	21.0
14.4	19.0
14.6	12.0
14.8	17.0
15.0	12.0
15.2	12.0
15.4	18.0
15.6	13.0
15.8	12.0
16.0	12.0
