Distance (mm)	Counts
0.0	6.0
0.2	10.0
0.4	11.0
0.6	12.0
0.8	10.0
1.0	11.0
1.2	13.0
1.4	10.0
1.6	18.0
1.8	11.0
2.0	17.0
2.2	18.0
2.4	14.0
2.6	22.0
2.8	18.0
3.0	19.0
3.2	21.0
3.4	31.0
3.6	31.0
3.8	26.0
4.0	42.0
4.2	37.0
4.4	31.0
4.6	39.0
4.8	54.0
5.0	75.0
5.2	96.0
5.4	85.0
5.6	101.0
5.8	119.0
6.0	161.0
6.2	246.0
6.4	250.0
6.6	239.0
6.8	210.0
7.0	140.0
7.2	136.0
7.4	115.0
7.6	107.0
7.8	85.0
8.0	75.0
8.2	68.0
8.4	43.0
8.6	53.0
8.8	42.0
9.0	43.0
9.2	41.0
9.4	38.0
9.6	37.0
9.8	30.0
10.0	24.0
10.2	31.0
10.4	25.0
10.6	23.0
10.8	20.0
11.0	23.0
11.2	19.0
11.4	20.0
11.6	19.0
11.8	13.0
12.0	17.0
12.2	19.0
12.4	12.0
12.6	11.0
12.8	14.0
13.0	16.0
13.2	13.0
13.4	9.0
13.6	11.0
13.8	7.0
14.0	9.0
14.2	8.0
14.4	10.0
14.6	9.0
14.8	10.0
15.0	11.0
15.2	6.0
15.4	5.0
15.6	9.0
15.8	6.0
16.0	7.0
