Distance (mm)	Counts
0.0	31.0
0.2	36.0
0.4	62.0
0.6	48.0
0.8	84.0
1.0	97.0
1.2	107.0
1.4	111.0
1.6	105.0
1.8	88.0
2.0	67.0
2.2	57.0
2.4	41.0
2.6	37.0
2.8	36.0
3.0	21.0
3.2	29.0
3.4	30.0
3.6	22.0
3.8	19.0
4.0	18.0
4.2	22.0
4.4	23.0
4.6	22.0
4.8	20.0
5.0	13.0
5.2	9.0
5.4	10.0
5.6	13.0
5.8	11.0
6.0	8.0
6.2	16.0
6.4	7.0
6.6	13.0
6.8	19.0
7.0	14.0
7.2	20.0
7.4	6.0
7.6	21.0
7.8	16.0
8.0	14.0
8.2	13.0
8.4	16.0
8.6	17.0
8.8	27.0
9.0	27.0
9.2	14.0
9.4	29.0
9.6	30.0
9.8	28.0
10.0	34.0
10.2	48.0
10.4	48.0
10.6	38.0
10.8	60.0
11.0	74.0
11.2	97.0
11.4	124.0
11.6	105.0
11.8	110.0
12.0	70.0
12.2	63.0
12.4	62.0
12.6	38.0
12.8	46.0
13.0	34.0
13.2	36.0
13.4	28.0
13.6	18.0
13.8	20.0
14.0	24.0
14.2	28.0
14.4	22.0
14.6	17.0
14.8	15.0
15.0	9.0
15.2	14.0
15.4	9.0
15.6	18.0
15.8	14.0
16.0	7.0
