Distance (mm)	Counts
0.0	35.0
0.2	29.0
0.4	36.0
0.6	49.0
0.8	45.0
1.0	64.0
1.2	87.0
1.4	121.0
1.6	124.0
1.8	124.0
2.0	76.0
2.2	69.0
2.4	64.0
2.6	41.0
2.8	36.0
3.0	43.0
3.2	29.0
3.4	30.0
3.6	29.0
3.8	29.0
4.0	23.0
4.2	18.0
4.4	21.0
4.6	16.0
4.8	22.0
5.0	14.0
5.2	12.0
5.4	19.0
5.6	12.0
5.8	18.0
6.0	15.0
6.2	12.0
6.4	12.0
6.6	18.0
6.8	13.0
7.0	21.0
7.2	14.0
7.4	18.0
7.6	15.0
7.8	12.0
8.0	19.0
8.2	22.0
8.4	15.0
8.6	15.0
8.8	28.0
9.0	22.0
9.2	25.0
9.4	34.0
9.6	38.0
9.8	36.0
10.0	44.0
10.2	37.0
10.4	55.0
10.6	72.0
10.8	100.0
11.0	127.0
11.2	125.0
11.4	94.0
11.6	65.0
11.8	69.0
12.0	63.0
12.2	56.0
12.4	44.0
12.6	40.0
12.8	30.0
13.0	29.0
13.2	17.0
13.4	25.0
13.6	20.0
13.8	27.0
14.0	18.0
14.2	18.0
14.4	13.0
14.6	12.0
14.8	14.0
15.0	17.0
15.2	10.0
15.4	12.0
15.6	12.0
15.8	9.0
16.0	6.0
