Distance (mm)	Counts
0.0	6.0
0.2	6.0
0.4	10.0
0.6	13.0
0.8	16.0
1.0	10.0
1.2	20.0
1.4	15.0
1.6	11.0
1.8	11.0
2.0	17.0
2.2	17.0
2.4	22.0
2.6	21.0
2.8	19.0
3.0	22.0
3.2	35.0
3.4	29.0
3.6	41.0
3.8	38.0
4.0	52.0
4.2	48.0
4.4	62.0
4.6	76.0
4.8	108.0
5.0	104.0
5.2	109.0
5.4	135.0
5.6	127.0
5.8	113.0
6.0	84.0
6.2	84.0
6.4	75.0
6.6	94.0
6.8	103.0
7.0	109.0
7.2	138.0
7.4	149.0
7.6	156.0
7.8	143.0
8.0	83.0
8.2	87.0
8.4	71.0
8.6	78.0
8.8	62.0
9.0	51.0
9.2	48.0
9.4	45.0
9.6	26.0
9.8	35.0
10.0	28.0
10.2	34.0
10.4	20.0
10.6	22.0
10.8	13.0
11.0	23.0
11.2	14.0
11.4	26.0
11.6	15.0
11.8	18.0
12.0	14.0
12.2	9.0
12.4	9.0
12.6	15.0
12.8	13.0
13.0	10.0
13.2	13.0
13.4	15.0
13.6	8.0
13.8	19.0
14.0	7.0
14.2	13.0
14.4	17.0
14.6	13.0
14.8	10.0
15.0	5.0
15.2	6.0
15.4	11.0
15.6	10.0
15.8	14.0
16.0	6.0
