Distance (mm)	Counts
0.0	13.0
0.2	10.0
0.4	13.0
0.6	12.0
0.8	12.0
1.0	16.0
1.2	16.0
1.4	25.0
1.6	17.0
1.8	23.0
2.0	19.0
2.2	20.0
2.4	28.0
2.6	28.0
2.8	39.0
3.0	27.0
3.2	49.0
3.4	50.0
3.6	57.0
3.8	54.0
4.0	58.0
4.2	61.0
4.4	79.0
4.6	128.0
4.8	129.0
5.0	162.0
5.2	115.0
5.4	106.0
5.6	71.0
5.8	68.0
6.0	74.0
6.2	56.0
6.4	59.0
6.6	60.0
6.8	49.0
7.0	50.0
7.2	49.0
7.4	52.0
7.6	42.0
7.8	45.0
8.0	54.0
8.2	56.0
8.4	63.0
8.6	86.0
8.8	115.0
9.0	128.0
9.2	134.0
9.4	134.0
9.6	102.0
9.8	97.0
10.0	74.0
10.2	51.0
10.4	49.0
10.6	45.0
10.8	45.0
11.0	28.0
11.2	30.0
11.4	38.0
11.6	29.0
11.8	20.0
12.0	26.0
12.2	23.0
12.4	20.0
12.6	27.0
12.8	18.0
13.0	21.0
13.2	22.0
13.4	18.0
13.6	11.0
13.8	17.0
14.0	11.0
14.2	8.0
14.4	14.0
14.6	11.0
14.8	12.0
15.0	14.0
15.2	9.0
15.4	7.0
15.6	12.0
15.8	13.0
16.0	13.0
