Distance (mm)	Counts
0.0	24.0
0.2	32.0
0.4	38.0
0.6	45.0
0.8	39.0
1.0	44.0
1.2	52.0
1.4	73.0
1.6	87.0
1.8	116.0
2.0	143.0
2.2	103.0
2.4	78.0
2.6	70.0
2.8	53.0
3.0	46.0
3.2	51.0
3.4	43.0
3.6	25.0
3.8	29.0
4.0	26.0
4.2	17.0
4.4	20.0
4.6	23.0
4.8	17.0
5.0	19.0
5.2	23.0
5.4	16.0
5.6	21.0
5.8	16.0
6.0	13.0
6.2	13.0
6.4	16.0
6.6	14.0
6.8	13.0
7.0	22.0
7.2	10.0
7.4	13.0
7.6	11.0
7.8	35.0
8.0	13.0
8.2	14.0
8.4	17.0
8.6	17.0
8.8	23.0
9.0	22.0
9.2	22.0
9.4	13.0
9.6	33.0
9.8	34.0
10.0	42.0
10.2	38.0
10.4	43.0
10.6	38.0
10.8	62.0
11.0	83.0
11.2	87.0
11.4	115.0
11.6	87.0
11.8	100.0
12.0	90.0
12.2	63.0
12.4	54.0
12.6	55.0
12.8	31.0
13.0	39.0
13.2	36.0
13.4	26.0
13.6	20.0
13.8	23.0
14.0	19.0
14.2	24.0
14.4	16.0
14.6	16.0
14.8	21.0
15.0	12.0
15.2	18.0
15.4	17.0
15.6	13.0
15.8	13.0
16.0	11.0
