Distance (mm)	Counts
0.0	11.0
0.2	11.0
0.4	14.0
0.6	19.0
0.8	17.0
1.0	20.0
1.2	21.0
1.4	31.0
1.6	27.0
1.8	23.0
2.0	39.0
2.2	56.0
2.4	66.0
2.6	77.0
2.8	102.0
3.0	120.0
3.2	141.0
3.4	120.0
3.6	103.0
3.8	75.0
4.0	57.0
4.2	58.0
4.4	50.0
4.6	38.0
4.8	56.0
5.0	44.0
5.2	34.0
5.4	37.0
5.6	30.0
5.8	27.0
6.0	22.0
6.2	31.0
6.4	35.0
6.6	34.0
6.8	24.0
7.0	29.0
7.2	49.0
7.4	37.0
7.6	30.0
7.8	41.0
8.0	51.0
8.2	43.0
8.4	59.0
8.6	47.0
8.8	59.0
9.0	77.0
9.2	115.0
9.4	136.0
9.6	148.0
9.8	121.0
10.0	88.0
10.2	72.0
10.4	63.0
10.6	62.0
10.8	64.0
11.0	50.0
11.2	44.0
11.4	36.0
11.6	32.0
11.8	33.0
12.0	23.0
12.2	12.0
12.4	18.0
12.6	12.0
12.8	18.0
13.0	16.0
13.2	21.0
13.4	21.0
13.6	19.0
13.8	14.0
14.0	14.0
14.2	13.0
14.4	8.0
14.6	12.0
14.8	7.0
15.0	14.0
15.2	9.0
15.4	12.0
15.6	10.0
15.8	9.0
16.0	5.0
