Distance (mm)	Counts
0.0	43.0
0.2	35.0
0.4	47.0
0.6	51.0
0.8	104.0
1.0	120.0
1.2	131.0
1.4	113.0
1.6	78.0
1.8	58.0
2.0	46.0
2.2	43.0
2.4	39.0
2.6	33.0
2.8	46.0
3.0	28.0
3.2	24.0
3.4	34.0
3.6	12.0
3.8	21.0
4.0	16.0
4.2	14.0
4.4	27.0
4.6	12.0
4.8	18.0
5.0	6.0
5.2	13.0
5.4	11.0
5.6	17.0
5.8	20.0
6.0	11.0
6.2	8.0
6.4	10.0
6.6	11.0
6.8	11.0
7.0	15.0
7.2	10.0
7.4	13.0
7.6	9.0
7.8	12.0
8.0	18.0
8.2	18.0
8.4	13.0
8.6	17.0
8.8	14.0
9.0	34.0
9.2	20.0
9.4	27.0
9.6	16.0
9.8	33.0
10.0	34.0
10.2	35.0
10.4	40.0
10.6	43.0
10.8	46.0
11.0	68.0
11.2	71.0
11.4	98.0
11.6	132.0
11.8	117.0
12.0	110.0
12.2	79.0
12.4	57.0
12.6	46.0
12.8	44.0
13.0	34.0
13.2	43.0
13.4	26.0
13.6	22.0
13.8	25.0
14.0	30.0
14.2	22.0
14.4	15.0
14.6	19.0
14.8	20.0
15.0	19.0
15.2	13.0
15.4	22.0
15.6	14.0
15.8	10.0
16.0	21.0
