Distance (mm)	Counts
0.0	22.0
0.2	30.0
0.4	29.0
0.6	28.0
0.8	23.0
1.0	32.0
1.2	33.0
1.4	43.0
1.6	32.0
1.8	42.0
2.0	56.0
2.2	53.0
2.4	67.0
2.6	96.0
2.8	120.0
3.0	133.0
3.2	137.0
3.4	148.0
3.6	120.0
3.8	99.0
4.0	67.0
4.2	72.0
4.4	58.0
4.6	50.0
4.8	33.0
5.0	33.0
5.2	40.0
5.4	24.0
5.6	33.0
5.8	28.0
6.0	28.0
6.2	22.0
6.4	18.0
6.6	29.0
6.8	25.0
7.0	23.0
7.2	24.0
7.4	27.0
7.6	22.0
7.8	29.0
8.0	21.0
8.2	26.0
8.4	24.0
8.6	20.0
8.8	35.0
9.0	43.0
9.2	52.0
9.4	55.0
9.6	54.0
9.8	84.0
10.0	69.0
10.2	123.0
10.4	137.0
10.6	139.0
10.8	147.0
11.0	98.0
11.2	84.0
11.4	54.0
11.6	60.0
11.8	50.0
12.0	37.0
12.2	41.0
12.4	33.0
12.6	35.0
12.8	23.0
13.0	29.0
13.2	25.0
13.4	31.0
13.6	20.0
13.8	23.0
14.0	25.0
14.2	20.0
14.4	14.0
14.6	17.0
14.8	16.0
15.0	17.0
15.2	12.0
15.4	8.0
15.6	7.0
15.8	14.0
16.0	11.0
