Distance (mm)	Counts
0.0	16.0
0.2	23.0
0.4	26.0
0.6	32.0
0.8	35.0
1.0	35.0
1.2	45.0
1.4	50.0
1.6	74.0
1.8	75.0
2.0	104.0
2.2	122.0
2.4	148.0
2.6	113.0
2.8	97.0
3.0	84.0
3.2	62.0
3.4	49.0
3.6	49.0
3.8	52.0
4.0	31.0
4.2	42.0
4.4	40.0
4.6	31.0
4.8	25.0
5.0	28.0
5.2	26.0
5.4	17.0
5.6	18.0
5.8	26.0
6.0	22.0
6.2	23.0
6.4	31.0
6.6	18.0
6.8	12.0
7.0	21.0
7.2	21.0
7.4	22.0
7.6	25.0
7.8	22.0
8.0	28.0
8.2	46.0
8.4	36.0
8.6	38.0
8.8	56.0
9.0	49.0
9.2	50.0
9.4	66.0
9.6	50.0
9.8	80.0
10.0	121.0
10.2	141.0
10.4	138.0
10.6	118.0
10.8	92.0
11.0	66.0
11.2	67.0
11.4	52.0
11.6	32.0
11.8	45.0
12.0	16.0
12.2	26.0
12.4	31.0
12.6	35.0
12.8	18.0
13.0	16.0
13.2	16.0
13.4	21.0
13.6	15.0
13.8	21.0
14.0	16.0
14.2	16.0
14.4	9.0
14.6	12.0
14.8	13.0
15.0	8.0
15.2	12.0
15.4	11.0
15.6	9.0
15.8	13.0
16.0	8.0
