Distance (mm)	Counts
0.0	21.0
0.2	19.0
0.4	24.0
0.6	25.0
0.8	38.0
1.0	43.0
1.2	50.0
1.4	58.0
1.6	80.0
1.8	95.0
2.0	124.0
2.2	139.0
2.4	144.0
2.6	97.0
2.8	66.0
3.0	57.0
3.2	53.0
3.4	63.0
3.6	43.0
3.8	32.0
4.0	30.0
4.2	32.0
4.4	28.0
4.6	20.0
4.8	22.0
5.0	18.0
5.2	24.0
5.4	20.0
5.6	20.0
5.8	21.0
6.0	26.0
6.2	12.0
6.4	25.0
6.6	18.0
6.8	26.0
7.0	30.0
7.2	11.0
7.4	16.0
7.6	18.0
7.8	23.0
8.0	21.0
8.2	21.0
8.4	28.0
8.6	31.0
8.8	47.0
9.0	40.0
9.2	52.0
9.4	46.0
9.6	53.0
9.8	53.0
10.0	64.0
10.2	102.0
10.4	127.0
10.6	131.0
10.8	117.0
11.0	91.0
11.2	79.0
11.4	55.0
11.6	45.0
11.8	50.0
12.0	40.0
12.2	37.0
12.4	29.0
12.6	30.0
12.8	26.0
13.0	19.0
13.2	17.0
13.4	22.0
13.6	23.0
13.8	16.0
14.0	24.0
14.2	21.0
14.4	19.0
14.6	8.0
14.8	12.0
15.0	6.0
15.2	17.0
15.4	12.0
15.6	7.0
15.8	10.0
16.0	13.0
