Distance (mm)	Counts
0.0	17.0
0.2	17.0
0.4	29.0
0.6	39.0
0.8	45.0
1.0	41.0
1.2	45.0
1.4	37.0
1.6	64.0
1.8	61.0
2.0	92.0
2.2	101.0
2.4	126.0
2.6	142.0
2.8	94.0
3.0	81.0
3.2	62.0
3.4	61.0
3.6	56.0
3.8	30.0
4.0	31.0
4.2	27.0
4.4	27.0
4.6	25.0
4.8	27.0
5.0	30.0
5.2	17.0
5.4	25.0
5.6	9.0
5.8	12.0
6.0	19.0
6.2	17.0
6.4	13.0
6.6	18.0
6.8	10.0
7.0	18.0
7.2	13.0
7.4	15.0
7.6	19.0
7.8	15.0
8.0	16.0
8.2	13.0
8.4	21.0
8.6	18.0
8.8	15.0
9.0	28.0
9.2	31.0
9.4	36.0
9.6	45.0
9.8	53.0
10.0	50.0
10.2	43.0
10.4	68.0
10.6	75.0
10.8	95.0
11.0	122.0
11.2	122.0
11.4	129.0
11.6	86.0
11.8	64.0
12.0	42.0
12.2	38.0
12.4	38.0
12.6	37.0
12.8	33.0
13.0	31.0
13.2	14.0
13.4	27.0
13.6	22.0
13.8	26.0
14.0	20.0
14.2	23.0
14.4	17.0
14.6	14.0
14.8	16.0
15.0	21.0
15.2	16.0
15.4	16.0
15.6	18.0
15.8	14.0
16.0	10.0
