Distance (mm)	Counts
0.0	18.0
0.2	8.0
0.4	6.0
0.6	12.0
0.8	14.0
1.0	13.0
1.2	12.0
1.4	8.0
1.6	16.0
1.8	19.0
2.0	13.0
2.2	13.0
2.4	20.0
2.6	24.0
2.8	35.0
3.0	26.0
3.2	35.0
3.4	37.0
3.6	44.0
3.8	47.0
4.0	53.0
4.2	51.0
4.4	67.0
4.6	62.0
4.8	92.0
5.0	138.0
5.2	135.0
5.4	137.0
5.6	129.0
5.8	88.0
6.0	91.0
6.2	62.0
6.4	70.0
6.6	64.0
6.8	60.0
7.0	56.0
7.2	55.0
7.4	49.0
7.6	57.0
7.8	66.0
8.0	66.0
8.2	90.0
8.4	93.0
8.6	116.0
8.8	157.0
9.0	140.0
9.2	122.0
9.4	100.0
9.6	62.0
9.8	64.0
10.0	52.0
10.2	50.0
10.4	54.0
10.6	36.0
10.8	42.0
11.0	24.0
11.2	35.0
11.4	24.0
11.6	30.0
11.8	29.0
12.0	24.0
12.2	21.0
12.4	19.0
12.6	23.0
12.8	15.0
13.0	17.0
13.2	19.0
13.4	13.0
13.6	11.0
13.8	19.0
14.0	14.0
14.2	10.0
14.4	15.0
14.6	16.0
14.8	7.0
15.0	10.0
15.2	7.0
15.4	10.0
15.6	8.0
15.8	8.0
16.0	11.0
