Distance (mm)	Counts
0.0	19.0
0.2	22.0
0.4	16.0
0.6	24.0
0.8	23.0
1.0	29.0
1.2	27.0
1.4	31.0
1.6	35.0
1.8	35.0
2.0	47.0
2.2	45.0
2.4	50.0
2.6	61.0
2.8	87.0
3.0	94.0
3.2	114.0
3.4	157.0
3.6	150.0
3.8	139.0
4.0	98.0
4.2	80.0
4.4	91.0
4.6	69.0
4.8	59.0
5.0	60.0
5.2	35.0
5.4	35.0
5.6	34.0
5.8	44.0
6.0	29.0
6.2	26.0
6.4	33.0
6.6	27.0
6.8	41.0
7.0	24.0
7.2	22.0
7.4	22.0
7.6	29.0
7.8	28.0
8.0	30.0
8.2	25.0
8.4	23.0
8.6	39.0
8.8	41.0
9.0	49.0
9.2	51.0
9.4	60.0
9.6	70.0
9.8	84.0
10.0	120.0
10.2	149.0
10.4	144.0
10.6	146.0
10.8	117.0
11.0	79.0
11.2	74.0
11.4	44.0
11.6	55.0
11.8	41.0
12.0	45.0
12.2	39.0
12.4	44.0
12.6	48.0
12.8	34.0
13.0	24.0
13.2	17.0
13.4	32.0
13.6	18.0
13.8	20.0
14.0	15.0
14.2	20.0
14.4	16.0
14.6	10.0
14.8	11.0
15.0	14.0
15.2	19.0
15.4	17.0
15.6	14.0
15.8	8.0
16.0	11.0
