Distance (mm)	Counts
0.0	27.0
0.2	31.0
0.4	39.0
0.6	37.0
0.8	47.0
1.0	54.0
1.2	44.0
1.4	91.0
1.6	96.0
1.8	119.0
2.0	108.0
2.2	110.0
2.4	100.0
2.6	81.0
2.8	53.0
3.0	57.0
3.2	44.0
3.4	33.0
3.6	35.0
3.8	30.0
4.0	36.0
4.2	38.0
4.4	24.0
4.6	32.0
4.8	23.0
5.0	26.0
5.2	21.0
5.4	20.0
5.6	25.0
5.8	11.0
6.0	26.0
6.2	15.0
6.4	22.0
6.6	21.0
6.8	11.0
7.0	23.0
7.2	15.0
7.4	19.0
7.6	13.0
7.8	18.0
8.0	22.0
8.2	15.0
8.4	20.0
8.6	29.0
8.8	35.0
9.0	41.0
9.2	26.0
9.4	40.0
9.6	35.0
9.8	42.0
10.0	45.0
10.2	64.0
10.4	94.0
10.6	128.0
10.8	133.0
11.0	109.0
11.2	91.0
11.4	58.0
11.6	62.0
11.8	48.0
12.0	59.0
12.2	47.0
12.4	31.0
12.6	31.0
12.8	38.0
13.0	25.0
13.2	27.0
13.4	24.0
13.6	22.0
13.8	15.0
14.0	16.0
14.2	18.0
14.4	14.0
14.6	17.0
14.8	18.0
15.0	8.0
15.2	17.0
15.4	8.0
15.6	9.0
15.8	7.0
16.0	15.0
