Distance (mm)	Counts
0.0	16.0
0.2	17.0
0.4	19.0
0.6	17.0
0.8	21.0
1.0	19.0
1.2	19.0
1.4	26.0
1.6	43.0
1.8	54.0
2.0	41.0
2.2	58.0
2.4	70.0
2.6	86.0
2.8	108.0
3.0	135.0
3.2	112.0
3.4	97.0
3.6	92.0
3.8	80.0
4.0	65.0
4.2	53.0
4.4	43.0
4.6	45.0
4.8	37.0
5.0	49.0
5.2	38.0
5.4	29.0
5.6	32.0
5.8	25.0
6.0	32.0
6.2	30.0
6.4	26.0
6.6	41.0
6.8	37.0
7.0	23.0
7.2	34.0
7.4	32.0
7.6	46.0
7.8	46.0
8.0	34.0
8.2	46.0
8.4	60.0
8.6	47.0
8.8	62.0
9.0	88.0
9.2	109.0
9.4	143.0
9.6	156.0
9.8	128.0
10.0	102.0
10.2	71.0
10.4	68.0
10.6	64.0
10.8	54.0
11.0	53.0
11.2	41.0
11.4	29.0
11.6	29.0
11.8	24.0
12.0	27.0
12.2	16.0
12.4	16.0
12.6	13.0
12.8	25.0
13.0	20.0
13.2	18.0
13.4	14.0
13.6	18.0
13.8	18.0
14.0	14.0
14.2	8.0
14.4	14.0
14.6	13.0
14.8	7.0
15.0	7.0
15.2	7.0
15.4	7.0
15.6	20.0
15.8	3.0
16.0	7.0
