Distance (mm)	Counts
0.0	46.0
0.2	40.0
0.4	37.0
0.6	53.0
0.8	64.0
1.0	76.0
1.2	110.0
1.4	117.0
1.6	129.0
1.8	114.0
2.0	82.0
2.2	77.0
2.4	58.0
2.6	48.0
2.8	41.0
3.0	24.0
3.2	35.0
3.4	39.0
3.6	18.0
3.8	20.0
4.0	20.0
4.2	19.0
4.4	25.0
4.6	20.0
4.8	20.0
5.0	21.0
5.2	13.0
5.4	11.0
5.6	14.0
5.8	12.0
6.0	17.0
6.2	12.0
6.4	18.0
6.6	14.0
6.8	17.0
7.0	8.0
7.2	13.0
7.4	16.0
7.6	11.0
7.8	11.0
8.0	20.0
8.2	21.0
8.4	15.0
8.6	15.0
8.8	16.0
9.0	23.0
9.2	14.0
9.4	27.0
9.6	29.0
9.8	19.0
10.0	31.0
10.2	40.0
10.4	39.0
10.6	42.0
10.8	48.0
11.0	49.0
11.2	65.0
11.4	104.0
11.6	121.0
11.8	140.0
12.0	106.0
12.2	98.0
12.4	69.0
12.6	58.0
12.8	46.0
13.0	44.0
13.2	37.0
13.4	38.0
13.6	37.0
13.8	21.0
14.0	20.0
14.2	29.0
14.4	21.0
14.6	20.0
14.8	12.0
15.0	13.0
15.2	10.0
15.4	13.0
15.6	15.0
15.8	11.0
16.0	11.0
