Distance (mm)	Counts
0.0	40.0
0.2	43.0
0.4	48.0
0.6	73.0
0.8	88.0
1.0	123.0
1.2	132.0
1.4	93.0
1.6	80.0
1.8	62.0
2.0	70.0
2.2	49.0
2.4	39.0
2.6	36.0
2.8	28.0
3.0	27.0
3.2	32.0
3.4	31.0
3.6	25.0
3.8	20.0
4.0	23.0
4.2	22.0
4.4	20.0
4.6	17.0
4.8	16.0
5.0	19.0
5.2	13.0
5.4	12.0
5.6	12.0
5.8	5.0
6.0	9.0
6.2	7.0
6.4	9.0
6.6	10.0
6.8	12.0
7.0	12.0
7.2	15.0
7.4	13.0
7.6	15.0
7.8	12.0
8.0	11.0
8.2	14.0
8.4	13.0
8.6	15.0
8.8	16.0
9.0	12.0
9.2	22.0
9.4	18.0
9.6	22.0
9.8	30.0
10.0	26.0
10.2	33.0
10.4	35.0
10.6	42.0
10.8	50.0
11.0	48.0
11.2	69.0
11.4	83.0
11.6	122.0
11.8	123.0
12.0	94.0
12.2	85.0
12.4	65.0
12.6	39.0
12.8	37.0
13.0	39.0
13.2	40.0
13.4	32.0
13.6	33.0
13.8	31.0
14.0	19.0
14.2	14.0
14.4	10.0
14.6	11.0
14.8	15.0
15.0	21.0
15.2	19.0
15.4	13.0
15.6	14.0
15.8	11.0
16.0	12.0
