Distance (mm)	Counts
0.0	24.0
0.2	26.0
0.4	12.0
0.6	19.0
0.8	22.0
1.0	22.0
1.2	23.0
1.4	42.0
1.6	46.0
1.8	51.0
2.0	48.0
2.2	76.0
2.4	93.0
2.6	117.0
2.8	129.0
3.0	132.0
3.2	109.0
3.4	107.0
3.6	66.0
3.8	54.0
4.0	50.0
4.2	32.0
4.4	33.0
4.6	36.0
4.8	27.0
5.0	40.0
5.2	28.0
5.4	31.0
5.6	21.0
5.8	26.0
6.0	17.0
6.2	24.0
6.4	32.0
6.6	22.0
6.8	23.0
7.0	29.0
7.2	31.0
7.4	26.0
7.6	36.0
7.8	39.0
8.0	47.0
8.2	46.0
8.4	50.0
8.6	52.0
8.8	41.0
9.0	54.0
9.2	63.0
9.4	91.0
9.6	134.0
9.8	158.0
10.0	139.0
10.2	128.0
10.4	86.0
10.6	75.0
10.8	56.0
11.0	43.0
11.2	51.0
11.4	42.0
11.6	41.0
11.8	24.0
12.0	31.0
12.2	25.0
12.4	19.0
12.6	15.0
12.8	15.0
13.0	21.0
13.2	16.0
13.4	12.0
13.6	18.0
13.8	14.0
14.0	17.0
14.2	15.0
14.4	14.0
14.6	11.0
14.8	10.0
15.0	8.0
15.2	14.0
15.4	12.0
15.6	9.0
15.8	11.0
16.0	12.0
