Distance (mm)	Counts
0.0	8.0
0.2	13.0
0.4	10.0
0.6	16.0
0.8	18.0
1.0	12.0
1.2	20.0
1.4	13.0
1.6	17.0
1.8	30.0
2.0	19.0
2.2	21.0
2.4	24.0
2.6	31.0
2.8	43.0
3.0	47.0
3.2	57.0
3.4	58.0
3.6	82.0
3.8	98.0
4.0	139.0
4.2	134.0
4.4	126.0
4.6	124.0
4.8	88.0
5.0	83.0
5.2	71.0
5.4	48.0
5.6	61.0
5.8	50.0
6.0	56.0
6.2	59.0
6.4	50.0
6.6	60.0
6.8	64.0
7.0	73.0
7.2	67.0
7.4	56.0
7.6	73.0
7.8	71.0
8.0	94.0
8.2	145.0
8.4	163.0
8.6	151.0
8.8	122.0
9.0	71.0
9.2	81.0
9.4	76.0
9.6	59.0
9.8	63.0
10.0	35.0
10.2	37.0
10.4	38.0
10.6	36.0
10.8	29.0
11.0	19.0
11.2	23.0
11.4	23.0
11.6	23.0
11.8	26.0
12.0	12.0
12.2	18.0
12.4	28.0
12.6	13.0
12.8	9.0
13.0	15.0
13.2	6.0
13.4	14.0
13.6	8.0
13.8	13.0
14.0	11.0
14.2	16.0
14.4	11.0
14.6	16.0
14.8	10.0
15.0	8.0
15.2	7.0
15.4	5.0
15.6	3.0
15.8	14.0
16.0	6.0
