Distance (mm)	Counts
0.0	20.0
0.2	8.0
0.4	11.0
0.6	14.0
0.8	15.0
1.0	14.0
1.2	16.0
1.4	19.0
1.6	21.0
1.8	17.0
2.0	14.0
2.2	22.0
2.4	24.0
2.6	21.0
2.8	27.0
3.0	33.0
3.2	34.0
3.4	45.0
3.6	56.0
3.8	50.0
4.0	62.0
4.2	58.0
4.4	78.0
4.6	93.0
4.8	136.0
5.0	154.0
5.2	151.0
5.4	134.0
5.6	101.0
5.8	74.0
6.0	76.0
6.2	65.0
6.4	73.0
6.6	56.0
6.8	43.0
7.0	31.0
7.2	50.0
7.4	51.0
7.6	61.0
7.8	52.0
8.0	56.0
8.2	66.0
8.4	73.0
8.6	92.0
8.8	119.0
9.0	144.0
9.2	147.0
9.4	122.0
9.6	86.0
9.8	81.0
10.0	62.0
10.2	54.0
10.4	36.0
10.6	44.0
10.8	43.0
11.0	39.0
11.2	38.0
11.4	26.0
11.6	29.0
11.8	27.0
12.0	19.0
12.2	16.0
12.4	25.0
12.6	27.0
12.8	13.0
13.0	11.0
13.2	16.0
13.4	18.0
13.6	19.0
13.8	11.0
14.0	19.0
14.2	11.0
14.4	15.0
14.6	12.0
14.8	10.0
15.0	13.0
15.2	17.0
15.4	11.0
15.6	10.0
15.8	6.0
16.0	14.0
