Distance (mm)	Counts
0.0	12.0
0.2	13.0
0.4	17.0
0.6	15.0
0.8	15.0
1.0	17.0
1.2	23.0
1.4	31.0
1.6	25.0
1.8	38.0
2.0	33.0
2.2	26.0
2.4	52.0
2.6	53.0
2.8	56.0
3.0	61.0
3.2	80.0
3.4	79.0
3.6	123.0
3.8	119.0
4.0	112.0
4.2	95.0
4.4	88.0
4.6	62.0
4.8	69.0
5.0	52.0
5.2	60.0
5.4	36.0
5.6	30.0
5.8	29.0
6.0	26.0
6.2	18.0
6.4	31.0
6.6	25.0
6.8	24.0
7.0	28.0
7.2	27.0
7.4	18.0
7.6	25.0
7.8	33.0
8.0	18.0
8.2	26.0
8.4	35.0
8.6	40.0
8.8	38.0
9.0	48.0
9.2	62.0
9.4	65.0
9.6	70.0
9.8	86.0
10.0	131.0
10.2	123.0
10.4	113.0
10.6	100.0
10.8	70.0
11.0	57.0
11.2	47.0
11.4	46.0
11.6	35.0
11.8	38.0
12.0	28.0
12.2	20.0
12.4	31.0
12.6	30.0
12.8	24.0
13.0	26.0
13.2	12.0
13.4	12.0
13.6	17.0
13.8	17.0
14.0	14.0
14.2	19.0
14.4	9.0
14.6	12.0
14.8	15.0
15.0	12.0
15.2	16.0
15.4	7.0
15.6	7.0
15.8	10.0
16.0	12.0
