Distance (mm)	Counts
0.0	45.0
0.2	36.0
0.4	55.0
0.6	62.0
0.8	100.0
1.0	127.0
1.2	108.0
1.4	93.0
1.6	91.0
1.8	57.0
2.0	52.0
2.2	42.0
2.4	44.0
2.6	34.0
2.8	34.0
3.0	34.0
3.2	31.0
3.4	28.0
3.6	27.0
3.8	31.0
4.0	20.0
4.2	21.0
4.4	21.0
4.6	24.0
4.8	17.0
5.0	12.0
5.2	17.0
5.4	22.0
5.6	12.0
5.8	7.0
6.0	10.0
6.2	21.0
6.4	15.0
6.6	7.0
6.8	12.0
7.0	6.0
7.2	11.0
7.4	14.0
7.6	10.0
7.8	12.0
8.0	12.0
8.2	17.0
8.4	15.0
8.6	15.0
8.8	16.0
9.0	15.0
9.2	15.0
9.4	16.0
9.6	22.0
9.8	28.0
10.0	30.0
10.2	26.0
10.4	43.0
10.6	44.0
10.8	57.0
11.0	50.0
11.2	52.0
11.4	85.0
11.6	113.0
11.8	116.0
12.0	129.0
12.2	77.0
12.4	63.0
12.6	48.0
12.8	49.0
13.0	39.0
13.2	37.0
13.4	39.0
13.6	26.0
13.8	31.0
14.0	29.0
14.2	20.0
14.4	21.0
14.6	19.0
14.8	13.0
15.0	12.0
15.2	14.0
15.4	17.0
15.6	16.0
15.8	12.0
16.0	10.0
