Distance (mm)	Counts
0.0	105.0
0.2	114.0
0.4	106.0
0.6	126.0
0.8	135.0
1.0	154.0
1.2	184.0
1.4	246.0
1.6	323.0
1.8	337.0
2.0	411.0
2.2	461.0
2.4	474.0
2.6	432.0
2.8	392.0
3.0	304.0
3.2	315.0
3.4	191.0
3.6	176.0
3.8	164.0
4.0	145.0
4.2	136.0
4.4	131.0
4.6	136.0
4.8	150.0
5.0	136.0
5.2	133.0
5.4	129.0
5.6	127.0
5.8	143.0
6.0	144.0
6.2	148.0
6.4	131.0
6.6	123.0
6.8	143.0
7.0	146.0
7.2	133.0
7.4	145.0
7.6	148.0
7.8	142.0
8.0	145.0
8.2	127.0
8.4	139.0
8.6	151.0
8.8	129.0
9.0	131.0
9.2	136.0
9.4	128.0
9.6	148.0
9.8	122.0
10.0	126.0
10.2	134.0
10.4	164.0
10.6	152.0
10.8	187.0
11.0	200.0
11.2	257.0
11.4	354.0
11.6	362.0
11.8	413.0
12.0	468.0
12.2	466.0
12.4	435.0
12.6	384.0
12.8	332.0
13.0	240.0
13.2	206.0
13.4	148.0
13.6	153.0
13.8	96.0
14.0	118.0
14.2	112.0
14.4	121.0
14.6	119.0
14.8	121.0
15.0	91.0
