Distance (mm)	Counts
0.0	104.0
0.2	121.0
0.4	138.0
0.6	116.0
0.8	105.0
1.0	119.0
1.2	137.0
1.4	125.0
1.6	149.0
1.8	137.0
2.0	168.0
2.2	157.0
2.4	155.0
2.6	178.0
2.8	177.0
3.0	194.0
3.2	182.0
3.4	193.0
3.6	209.0
3.8	282.0
4.0	328.0
4.2	410.0
4.4	461.0
4.6	488.0
4.8	565.0
5.0	510.0
5.2	498.0
5.4	442.0
5.6	329.0
5.8	339.0
6.0	251.0
6.2	236.0
6.4	215.0
6.6	212.0
6.8	237.0
7.0	230.0
7.2	228.0
7.4	271.0
7.6	256.0
7.8	314.0
8.0	332.0
8.2	380.0
8.4	455.0
8.6	506.0
8.8	508.0
9.0	520.0
9.2	489.0
9.4	424.0
9.6	386.0
9.8	295.0
10.0	219.0
10.2	207.0
10.4	194.0
10.6	164.0
10.8	168.0
11.0	184.0
11.2	170.0
11.4	124.0
11.6	132.0
11.8	150.0
12.0	138.0
12.2	134.0
12.4	140.0
12.6	113.0
12.8	139.0
13.0	148.0
13.2	113.0
13.4	105.0
13.6	84.0
13.8	111.0
14.0	116.0
14.2	109.0
14.4	97.0
14.6	108.0
14.8	114.0
15.0	81.0
