Distance (mm)	Counts
0.0	95.0
0.2	87.0
0.4	108.0
0.6	113.0
0.8	108.0
1.0	92.0
1.2	117.0
1.4	110.0
1.6	102.0
1.8	104.0
2.0	125.0
2.2	122.0
2.4	138.0
2.6	121.0
2.8	139.0
3.0	136.0
3.2	141.0
3.4	159.0
3.6	155.0
3.8	142.0
4.0	159.0
4.2	150.0
4.4	159.0
4.6	151.0
4.8	149.0
5.0	188.0
5.2	165.0
5.4	204.0
5.6	206.0
5.8	209.0
6.0	204.0
6.2	212.0
6.4	220.0
6.6	295.0
6.8	310.0
7.0	385.0
7.2	497.0
7.4	525.0
7.6	622.0
7.8	646.0
8.0	691.0
8.2	739.0
8.4	675.0
8.6	694.0
8.8	652.0
9.0	567.0
9.2	493.0
9.4	450.0
9.6	366.0
9.8	301.0
10.0	243.0
10.2	227.0
10.4	213.0
10.6	242.0
10.8	178.0
11.0	187.0
11.2	174.0
11.4	187.0
11.6	185.0
11.8	180.0
12.0	185.0
12.2	178.0
12.4	149.0
12.6	163.0
12.8	141.0
13.0	150.0
13.2	160.0
13.4	127.0
13.6	128.0
13.8	130.0
14.0	133.0
14.2	126.0
14.4	128.0
14.6	144.0
14.8	119.0
15.0	105.0
