Distance (mm)	Counts
0.0	100.0
0.2	124.0
0.4	117.0
0.6	121.0
0.8	101.0
1.0	126.0
1.2	142.0
1.4	152.0
1.6	188.0
1.8	260.0
2.0	326.0
2.2	378.0
2.4	393.0
2.6	442.0
2.8	416.0
3.0	359.0
3.2	358.0
3.4	243.0
3.6	219.0
3.8	191.0
4.0	136.0
4.2	139.0
4.4	133.0
4.6	125.0
4.8	133.0
5.0	113.0
5.2	120.0
5.4	113.0
5.6	116.0
5.8	137.0
6.0	131.0
6.2	135.0
6.4	110.0
6.6	146.0
6.8	144.0
7.0	141.0
7.2	105.0
7.4	139.0
7.6	136.0
7.8	110.0
8.0	136.0
8.2	106.0
8.4	134.0
8.6	120.0
8.8	130.0
9.0	141.0
9.2	118.0
9.4	135.0
9.6	137.0
9.8	143.0
10.0	116.0
10.2	108.0
10.4	127.0
10.6	139.0
10.8	152.0
11.0	125.0
11.2	143.0
11.4	162.0
11.6	203.0
11.8	212.0
12.0	276.0
12.2	339.0
12.4	412.0
12.6	389.0
12.8	478.0
13.0	462.0
13.2	402.0
13.4	349.0
13.6	252.0
13.8	270.0
14.0	195.0
14.2	130.0
14.4	127.0
14.6	116.0
14.8	125.0
15.0	112.0
