Distance (mm)	Counts
0.0	106.0
0.2	134.0
0.4	120.0
0.6	121.0
0.8	115.0
1.0	123.0
1.2	139.0
1.4	153.0
1.6	145.0
1.8	127.0
2.0	154.0
2.2	144.0
2.4	145.0
2.6	164.0
2.8	193.0
3.0	233.0
3.2	276.0
3.4	361.0
3.6	393.0
3.8	448.0
4.0	504.0
4.2	506.0
4.4	483.0
4.6	477.0
4.8	403.0
5.0	347.0
5.2	293.0
5.4	238.0
5.6	233.0
5.8	222.0
6.0	181.0
6.2	191.0
6.4	178.0
6.6	194.0
6.8	163.0
7.0	193.0
7.2	176.0
7.4	173.0
7.6	205.0
7.8	177.0
8.0	193.0
8.2	199.0
8.4	214.0
8.6	300.0
8.8	343.0
9.0	405.0
9.2	442.0
9.4	515.0
9.6	503.0
9.8	558.0
10.0	463.0
10.2	412.0
10.4	343.0
10.6	308.0
10.8	228.0
11.0	202.0
11.2	171.0
11.4	168.0
11.6	145.0
11.8	134.0
12.0	148.0
12.2	145.0
12.4	132.0
12.6	115.0
12.8	131.0
13.0	119.0
13.2	133.0
13.4	111.0
13.6	106.0
13.8	101.0
14.0	109.0
14.2	96.0
14.4	123.0
14.6	115.0
14.8	98.0
15.0	98.0
