Distance (mm)	Counts
0.0	116.0
0.2	105.0
0.4	106.0
0.6	126.0
0.8	134.0
1.0	123.0
1.2	131.0
1.4	156.0
1.6	126.0
1.8	139.0
2.0	139.0
2.2	128.0
2.4	151.0
2.6	153.0
2.8	168.0
3.0	149.0
3.2	173.0
3.4	176.0
3.6	173.0
3.8	194.0
4.0	212.0
4.2	243.0
4.4	290.0
4.6	338.0
4.8	415.0
5.0	477.0
5.2	522.0
5.4	526.0
5.6	506.0
5.8	523.0
6.0	510.0
6.2	436.0
6.4	360.0
6.6	314.0
6.8	285.0
7.0	285.0
7.2	282.0
7.4	353.0
7.6	457.0
7.8	464.0
8.0	530.0
8.2	508.0
8.4	541.0
8.6	436.0
8.8	423.0
9.0	345.0
9.2	263.0
9.4	242.0
9.6	219.0
9.8	200.0
10.0	189.0
10.2	174.0
10.4	165.0
10.6	167.0
10.8	162.0
11.0	161.0
11.2	139.0
11.4	151.0
11.6	146.0
11.8	174.0
12.0	130.0
12.2	117.0
12.4	134.0
12.6	138.0
12.8	125.0
13.0	111.0
13.2	129.0
13.4	108.0
13.6	132.0
13.8	93.0
14.0	107.0
14.2	119.0
14.4	112.0
14.6	92.0
14.8	95.0
15.0	108.0
