Distance (mm)	Counts
0.0	113.0
0.2	114.0
0.4	126.0
0.6	136.0
0.8	132.0
1.0	183.0
1.2	241.0
1.4	282.0
1.6	323.0
1.8	370.0
2.0	391.0
2.2	416.0
2.4	395.0
2.6	352.0
2.8	298.0
3.0	258.0
3.2	194.0
3.4	139.0
3.6	141.0
3.8	119.0
4.0	126.0
4.2	118.0
4.4	128.0
4.6	138.0
4.8	119.0
5.0	112.0
5.2	112.0
5.4	113.0
5.6	107.0
5.8	135.0
6.0	121.0
6.2	122.0
6.4	105.0
6.6	115.0
6.8	123.0
7.0	112.0
7.2	109.0
7.4	125.0
7.6	121.0
7.8	99.0
8.0	116.0
8.2	122.0
8.4	114.0
8.6	135.0
8.8	111.0
9.0	103.0
9.2	124.0
9.4	123.0
9.6	103.0
9.8	142.0
10.0	112.0
10.2	107.0
10.4	121.0
10.6	115.0
10.8	145.0
11.0	122.0
11.2	135.0
11.4	133.0
11.6	157.0
11.8	209.0
12.0	247.0
12.2	310.0
12.4	351.0
12.6	361.0
12.8	404.0
13.0	406.0
13.2	379.0
13.4	278.0
13.6	277.0
13.8	236.0
14.0	158.0
14.2	141.0
14.4	142.0
14.6	115.0
14.8	119.0
15.0	129.0
