Distance (mm)	Counts
0.0	66.0
0.2	89.0
0.4	76.0
0.6	92.0
0.8	91.0
1.0	92.0
1.2	95.0
1.4	115.0
1.6	110.0
1.8	127.0
2.0	122.0
2.2	114.0
2.4	124.0
2.6	144.0
2.8	124.0
3.0	141.0
3.2	116.0
3.4	146.0
3.6	121.0
3.8	144.0
4.0	164.0
4.2	156.0
4.4	181.0
4.6	155.0
4.8	182.0
5.0	168.0
5.2	166.0
5.4	183.0
5.6	192.0
5.8	179.0
6.0	210.0
6.2	186.0
6.4	225.0
6.6	260.0
6.8	270.0
7.0	351.0
7.2	427.0
7.4	427.0
7.6	584.0
7.8	731.0
8.0	808.0
8.2	798.0
8.4	777.0
8.6	751.0
8.8	670.0
9.0	599.0
9.2	461.0
9.4	403.0
9.6	341.0
9.8	287.0
10.0	250.0
10.2	213.0
10.4	212.0
10.6	199.0
10.8	175.0
11.0	165.0
11.2	201.0
11.4	181.0
11.6	190.0
11.8	197.0
12.0	165.0
12.2	164.0
12.4	162.0
12.6	167.0
12.8	157.0
13.0	133.0
13.2	144.0
13.4	143.0
13.6	132.0
13.8	148.0
14.0	120.0
14.2	132.0
14.4	122.0
14.6	125.0
14.8	109.0
15.0	110.0
