Distance (mm)	Counts
0.0	102.0
0.2	97.0
0.4	104.0
0.6	111.0
0.8	118.0
1.0	134.0
1.2	125.0
1.4	136.0
1.6	117.0
1.8	131.0
2.0	140.0
2.2	169.0
2.4	175.0
2.6	172.0
2.8	154.0
3.0	152.0
3.2	171.0
3.4	169.0
3.6	180.0
3.8	198.0
4.0	159.0
4.2	207.0
4.4	218.0
4.6	261.0
4.8	323.0
5.0	388.0
5.2	453.0
5.4	514.0
5.6	520.0
5.8	563.0
6.0	585.0
6.2	540.0
6.4	475.0
6.6	458.0
6.8	437.0
7.0	416.0
7.2	442.0
7.4	447.0
7.6	558.0
7.8	540.0
8.0	592.0
8.2	517.0
8.4	460.0
8.6	338.0
8.8	338.0
9.0	313.0
9.2	226.0
9.4	202.0
9.6	193.0
9.8	167.0
10.0	160.0
10.2	172.0
10.4	175.0
10.6	196.0
10.8	154.0
11.0	169.0
11.2	150.0
11.4	150.0
11.6	142.0
11.8	144.0
12.0	143.0
12.2	131.0
12.4	130.0
12.6	131.0
12.8	148.0
13.0	130.0
13.2	154.0
13.4	115.0
13.6	94.0
13.8	120.0
14.0	83.0
14.2	99.0
14.4	90.0
14.6	92.0
14.8	94.0
15.0	90.0
