Distance (mm)	Counts
0.0	85.0
0.2	95.0
0.4	82.0
0.6	91.0
0.8	96.0
1.0	91.0
1.2	98.0
1.4	124.0
1.6	103.0
1.8	121.0
2.0	106.0
2.2	93.0
2.4	114.0
2.6	121.0
2.8	136.0
3.0	130.0
3.2	125.0
3.4	147.0
3.6	149.0
3.8	157.0
4.0	140.0
4.2	141.0
4.4	165.0
4.6	144.0
4.8	180.0
5.0	184.0
5.2	191.0
5.4	210.0
5.6	275.0
5.8	318.0
6.0	365.0
6.2	414.0
6.4	443.0
6.6	544.0
6.8	491.0
7.0	487.0
7.2	455.0
7.4	400.0
7.6	391.0
7.8	319.0
8.0	277.0
8.2	268.0
8.4	309.0
8.6	314.0
8.8	334.0
9.0	417.0
9.2	472.0
9.4	543.0
9.6	554.0
9.8	562.0
10.0	482.0
10.2	448.0
10.4	395.0
10.6	346.0
10.8	242.0
11.0	249.0
11.2	203.0
11.4	229.0
11.6	212.0
11.8	186.0
12.0	175.0
12.2	156.0
12.4	168.0
12.6	132.0
12.8	192.0
13.0	136.0
13.2	159.0
13.4	132.0
13.6	113.0
13.8	139.0
14.0	134.0
14.2	124.0
14.4	143.0
14.6	108.0
14.8	104.0
15.0	107.0
