Distance (mm)	Counts
0.0	109.0
0.2	102.0
0.4	125.0
0.6	111.0
0.8	111.0
1.0	110.0
1.2	128.0
1.4	127.0
1.6	131.0
1.8	161.0
2.0	176.0
2.2	152.0
2.4	151.0
2.6	165.0
2.8	172.0
3.0	186.0
3.2	162.0
3.4	186.0
3.6	185.0
3.8	197.0
4.0	202.0
4.2	190.0
4.4	262.0
4.6	296.0
4.8	317.0
5.0	382.0
5.2	525.0
5.4	509.0
5.6	553.0
5.8	545.0
6.0	502.0
6.2	502.0
6.4	400.0
6.6	368.0
6.8	311.0
7.0	340.0
7.2	386.0
7.4	427.0
7.6	535.0
7.8	516.0
8.0	517.0
8.2	506.0
8.4	432.0
8.6	424.0
8.8	379.0
9.0	305.0
9.2	252.0
9.4	205.0
9.6	194.0
9.8	191.0
10.0	174.0
10.2	162.0
10.4	176.0
10.6	168.0
10.8	160.0
11.0	168.0
11.2	157.0
11.4	158.0
11.6	158.0
11.8	140.0
12.0	154.0
12.2	130.0
12.4	122.0
12.6	127.0
12.8	138.0
13.0	124.0
13.2	126.0
13.4	118.0
13.6	105.0
13.8	110.0
14.0	105.0
14.2	100.0
14.4	106.0
14.6	94.0
14.8	95.0
15.0	81.0
