Distance (mm)	Counts
0.0	106.0
0.2	106.0
0.4	107.0
0.6	102.0
0.8	111.0
1.0	120.0
1.2	110.0
1.4	112.0
1.6	114.0
1.8	116.0
2.0	150.0
2.2	159.0
2.4	202.0
2.6	218.0
2.8	310.0
3.0	354.0
3.2	417.0
3.4	480.0
3.6	404.0
3.8	395.0
4.0	363.0
4.2	336.0
4.4	242.0
4.6	228.0
4.8	186.0
5.0	169.0
5.2	113.0
5.4	136.0
5.6	149.0
5.8	159.0
6.0	137.0
6.2	141.0
6.4	148.0
6.6	138.0
6.8	123.0
7.0	145.0
7.2	130.0
7.4	114.0
7.6	145.0
7.8	146.0
8.0	148.0
8.2	162.0
8.4	151.0
8.6	132.0
8.8	140.0
9.0	154.0
9.2	149.0
9.4	144.0
9.6	149.0
9.8	137.0
10.0	148.0
10.2	149.0
10.4	132.0
10.6	155.0
10.8	186.0
11.0	206.0
11.2	211.0
11.4	252.0
11.6	326.0
11.8	364.0
12.0	455.0
12.2	446.0
12.4	420.0
12.6	428.0
12.8	446.0
13.0	340.0
13.2	281.0
13.4	227.0
13.6	172.0
13.8	150.0
14.0	138.0
14.2	131.0
14.4	127.0
14.6	113.0
14.8	126.0
15.0	117.0
