Distance (mm)	Counts
0.0	99.0
0.2	105.0
0.4	96.0
0.6	134.0
0.8	114.0
1.0	135.0
1.2	188.0
1.4	237.0
1.6	296.0
1.8	341.0
2.0	391.0
2.2	376.0
2.4	383.0
2.6	342.0
2.8	276.0
3.0	257.0
3.2	220.0
3.4	154.0
3.6	123.0
3.8	121.0
4.0	129.0
4.2	122.0
4.4	107.0
4.6	117.0
4.8	119.0
5.0	102.0
5.2	101.0
5.4	121.0
5.6	116.0
5.8	110.0
6.0	111.0
6.2	133.0
6.4	111.0
6.6	97.0
6.8	116.0
7.0	125.0
7.2	100.0
7.4	112.0
7.6	107.0
7.8	106.0
8.0	102.0
8.2	94.0
8.4	133.0
8.6	130.0
8.8	125.0
9.0	118.0
9.2	126.0
9.4	106.0
9.6	112.0
9.8	124.0
10.0	124.0
10.2	110.0
10.4	109.0
10.6	110.0
10.8	135.0
11.0	110.0
11.2	122.0
11.4	145.0
11.6	144.0
11.8	195.0
12.0	196.0
12.2	254.0
12.4	321.0
12.6	385.0
12.8	390.0
13.0	394.0
13.2	374.0
13.4	311.0
13.6	283.0
13.8	249.0
14.0	194.0
14.2	134.0
14.4	125.0
14.6	113.0
14.8	107.0
15.0	110.0
