Distance (mm)	Counts
0.0	100.0
0.2	123.0
0.4	125.0
0.6	137.0
0.8	139.0
1.0	178.0
1.2	232.0
1.4	293.0
1.6	323.0
1.8	388.0
2.0	430.0
2.2	401.0
2.4	414.0
2.6	348.0
2.8	320.0
3.0	258.0
3.2	215.0
3.4	167.0
3.6	141.0
3.8	120.0
4.0	113.0
4.2	130.0
4.4	139.0
4.6	115.0
4.8	133.0
5.0	129.0
5.2	143.0
5.4	114.0
5.6	135.0
5.8	117.0
6.0	150.0
6.2	128.0
6.4	154.0
6.6	129.0
6.8	125.0
7.0	112.0
7.2	133.0
7.4	124.0
7.6	132.0
7.8	139.0
8.0	135.0
8.2	125.0
8.4	117.0
8.6	141.0
8.8	126.0
9.0	135.0
9.2	139.0
9.4	133.0
9.6	129.0
9.8	146.0
10.0	133.0
10.2	114.0
10.4	125.0
10.6	143.0
10.8	140.0
11.0	153.0
11.2	180.0
11.4	225.0
11.6	266.0
11.8	303.0
12.0	368.0
12.2	407.0
12.4	432.0
12.6	436.0
12.8	422.0
13.0	351.0
13.2	301.0
13.4	262.0
13.6	182.0
13.8	158.0
14.0	113.0
14.2	104.0
14.4	113.0
14.6	106.0
14.8	130.0
15.0	105.0
