Distance (mm)	Counts
0.0	1.0
0.2	3.0
0.4	2.0
0.6	2.0
0.8	1.0
1.0	3.0
1.2	2.0
1.4	4.0
1.6	2.0
1.8	4.0
2.0	4.0
2.2	3.0
2.4	2.0
2.6	3.0
2.8	4.0
3.0	2.0
3.2	5.0
3.4	7.0
3.6	5.0
3.8	6.0
4.0	18.0
4.2	32.0
4.4	35.0
4.6	66.0
4.8	85.0
5.0	101.0
5.2	87.0
5.4	61.0
5.6	50.0
5.8	41.0
6.0	64.0
6.2	86.0
6.4	76.0
6.6	83.0
6.8	73.0
7.0	56.0
7.2	41.0
7.4	20.0
7.6	16.0
7.8	6.0
8.0	3.0
8.2	6.0
8.4	6.0
8.6	5.0
8.8	5.0
9.0	0.0
9.2	2.0
9.4	0.0
9.6	5.0
9.8	3.0
10.0	4.0
10.2	4.0
10.4	1.0
10.6	3.0
10.8	5.0
11.0	3.0
11.2	4.0
11.4	3.0
11.6	2.0
11.8	5.0
12.0	2.0
12.2	1.0
12.4	2.0
12.6	3.0
12.8	1.0
13.0	1.0
13.2	1.0
13.4	1.0
13.6	1.0
13.8	2.0
14.0	1.0
14.2	2.0
14.4	1.0
14.6	1.0
14.8	2.0
15.0	0.0
15.2	1.0
15.4	2.0
15.6	3.0
15.8	2.0
16.0	3.0
