Distance (mm)	Counts
0.0	5.0
0.2	4.0
0.4	7.0
0.6	17.0
0.8	26.0
1.0	57.0
1.2	87.0
1.4	80.0
1.6	75.0
1.8	55.0
2.0	29.0
2.2	19.0
2.4	2.0
2.6	6.0
2.8	3.0
3.0	8.0
3.2	2.0
3.4	1.0
3.6	3.0
3.8	0.0
4.0	2.0
4.2	4.0
4.4	2.0
4.6	1.0
4.8	3.0
5.0	0.0
5.2	2.0
5.4	3.0
5.6	1.0
5.8	2.0
6.0	4.0
6.2	3.0
6.4	2.0
6.6	0.0
6.8	2.0
7.0	2.0
7.2	3.0
7.4	1.0
7.6	3.0
7.8	1.0
8.0	5.0
8.2	4.0
8.4	4.0
8.6	2.0
8.8	2.0
9.0	1.0
9.2	2.0
9.4	4.0
9.6	2.0
9.8	2.0
10.0	1.0
10.2	2.0
10.4	4.0
10.6	8.0
10.8	11.0
11.0	20.0
11.2	36.0
11.4	57.0
11.6	76.0
11.8	76.0
12.0	70.0
12.2	46.0
12.4	28.0
12.6	10.0
12.8	8.0
13.0	3.0
13.2	5.0
13.4	4.0
13.6	1.0
13.8	5.0
14.0	1.0
14.2	3.0
14.4	1.0
14.6	4.0
14.8	3.0
15.0	2.0
15.2	4.0
15.4	1.0
15.6	4.0
15.8	1.0
16.0	2.0
