Distance (mm)	Counts
0.0	6.0
0.2	5.0
0.4	6.0
0.6	16.0
0.8	25.0
1.0	43.0
1.2	69.0
1.4	76.0
1.6	83.0
1.8	62.0
2.0	30.0
2.2	24.0
2.4	14.0
2.6	8.0
2.8	6.0
3.0	5.0
3.2	6.0
3.4	4.0
3.6	1.0
3.8	4.0
4.0	3.0
4.2	5.0
4.4	1.0
4.6	1.0
4.8	0.0
5.0	1.0
5.2	3.0
5.4	2.0
5.6	2.0
5.8	0.0
6.0	1.0
6.2	2.0
6.4	2.0
6.6	4.0
6.8	2.0
7.0	0.0
7.2	1.0
7.4	0.0
7.6	4.0
7.8	4.0
8.0	2.0
8.2	1.0
8.4	2.0
8.6	5.0
8.8	3.0
9.0	3.0
9.2	0.0
9.4	0.0
9.6	3.0
9.8	4.0
10.0	5.0
10.2	8.0
10.4	8.0
10.6	14.0
10.8	22.0
11.0	29.0
11.2	61.0
11.4	66.0
11.6	65.0
11.8	66.0
12.0	48.0
12.2	14.0
12.4	10.0
12.6	3.0
12.8	1.0
13.0	2.0
13.2	0.0
13.4	2.0
13.6	3.0
13.8	2.0
14.0	3.0
14.2	1.0
14.4	2.0
14.6	1.0
14.8	3.0
15.0	1.0
15.2	4.0
15.4	4.0
15.6	2.0
15.8	3.0
16.0	1.0
