Distance (mm)	Counts
0.0	0.0
0.2	2.0
0.4	1.0
0.6	1.0
0.8	2.0
1.0	2.0
1.2	6.0
1.4	0.0
1.6	4.0
1.8	5.0
2.0	5.0
2.2	5.0
2.4	6.0
2.6	20.0
2.8	27.0
3.0	23.0
3.2	56.0
3.4	69.0
3.6	78.0
3.8	91.0
4.0	61.0
4.2	27.0
4.4	20.0
4.6	14.0
4.8	8.0
5.0	3.0
5.2	6.0
5.4	4.0
5.6	4.0
5.8	6.0
6.0	4.0
6.2	8.0
6.4	6.0
6.6	11.0
6.8	11.0
7.0	14.0
7.2	30.0
7.4	42.0
7.6	58.0
7.8	73.0
8.0	68.0
8.2	86.0
8.4	61.0
8.6	62.0
8.8	32.0
9.0	14.0
9.2	5.0
9.4	7.0
9.6	6.0
9.8	5.0
10.0	4.0
10.2	1.0
10.4	4.0
10.6	2.0
10.8	4.0
11.0	0.0
11.2	1.0
11.4	2.0
11.6	1.0
11.8	3.0
12.0	2.0
12.2	2.0
12.4	2.0
12.6	1.0
12.8	2.0
13.0	4.0
13.2	2.0
13.4	3.0
13.6	6.0
13.8	1.0
14.0	1.0
14.2	2.0
14.4	6.0
14.6	3.0
14.8	5.0
15.0	2.0
15.2	3.0
15.4	3.0
15.6	3.0
15.8	1.0
16.0	2.0
