Distance (mm)	Counts
0.0	4.0
0.2	3.0
0.4	0.0
0.6	4.0
0.8	3.0
1.0	4.0
1.2	8.0
1.4	16.0
1.6	22.0
1.8	40.0
2.0	60.0
2.2	51.0
2.4	67.0
2.6	90.0
2.8	60.0
3.0	49.0
3.2	34.0
3.4	14.0
3.6	12.0
3.8	3.0
4.0	7.0
4.2	3.0
4.4	2.0
4.6	3.0
4.8	2.0
5.0	5.0
5.2	2.0
5.4	2.0
5.6	2.0
5.8	2.0
6.0	0.0
6.2	3.0
6.4	7.0
6.6	1.0
6.8	3.0
7.0	4.0
7.2	5.0
7.4	0.0
7.6	4.0
7.8	4.0
8.0	2.0
8.2	5.0
8.4	7.0
8.6	13.0
8.8	18.0
9.0	28.0
9.2	45.0
9.4	72.0
9.6	80.0
9.8	87.0
10.0	68.0
10.2	42.0
10.4	24.0
10.6	13.0
10.8	10.0
11.0	4.0
11.2	1.0
11.4	8.0
11.6	4.0
11.8	2.0
12.0	4.0
12.2	5.0
12.4	1.0
12.6	4.0
12.8	2.0
13.0	0.0
13.2	0.0
13.4	1.0
13.6	3.0
13.8	2.0
14.0	0.0
14.2	1.0
14.4	0.0
14.6	1.0
14.8	1.0
15.0	2.0
15.2	2.0
15.4	3.0
15.6	4.0
15.8	3.0
16.0	0.0
