Distance (mm)	Counts
0.0	4.0
0.2	3.0
0.4	3.0
0.6	1.0
0.8	2.0
1.0	4.0
1.2	7.0
1.4	7.0
1.6	2.0
1.8	9.0
2.0	14.0
2.2	24.0
2.4	32.0
2.6	54.0
2.8	79.0
3.0	84.0
3.2	75.0
3.4	66.0
3.6	46.0
3.8	15.0
4.0	14.0
4.2	9.0
4.4	6.0
4.6	1.0
4.8	2.0
5.0	2.0
5.2	3.0
5.4	8.0
5.6	3.0
5.8	2.0
6.0	5.0
6.2	2.0
6.4	2.0
6.6	2.0
6.8	2.0
7.0	1.0
7.2	3.0
7.4	2.0
7.6	5.0
7.8	2.0
8.0	17.0
8.2	24.0
8.4	50.0
8.6	55.0
8.8	78.0
9.0	75.0
9.2	68.0
9.4	46.0
9.6	24.0
9.8	11.0
10.0	10.0
10.2	2.0
10.4	3.0
10.6	0.0
10.8	3.0
11.0	3.0
11.2	1.0
11.4	3.0
11.6	0.0
11.8	4.0
12.0	2.0
12.2	3.0
12.4	0.0
12.6	5.0
12.8	0.0
13.0	2.0
13.2	3.0
13.4	0.0
13.6	2.0
13.8	1.0
14.0	4.0
14.2	1.0
14.4	0.0
14.6	1.0
14.8	1.0
15.0	3.0
15.2	0.0
15.4	4.0
15.6	5.0
15.8	4.0
16.0	0.0
