Distance (mm)	Counts
0.0	5.0
0.2	7.0
0.4	17.0
0.6	36.0
0.8	60.0
1.0	61.0
1.2	64.0
1.4	61.0
1.6	53.0
1.8	29.0
2.0	19.0
2.2	11.0
2.4	6.0
2.6	3.0
2.8	2.0
3.0	3.0
3.2	3.0
3.4	5.0
3.6	4.0
3.8	3.0
4.0	4.0
4.2	2.0
4.4	3.0
4.6	5.0
4.8	2.0
5.0	4.0
5.2	2.0
5.4	4.0
5.6	1.0
5.8	2.0
6.0	1.0
6.2	3.0
6.4	1.0
6.6	1.0
6.8	1.0
7.0	3.0
7.2	2.0
7.4	0.0
7.6	2.0
7.8	2.0
8.0	1.0
8.2	3.0
8.4	4.0
8.6	2.0
8.8	2.0
9.0	2.0
9.2	2.0
9.4	3.0
9.6	3.0
9.8	4.0
10.0	3.0
10.2	5.0
10.4	8.0
10.6	7.0
10.8	16.0
11.0	27.0
11.2	39.0
11.4	65.0
11.6	85.0
11.8	82.0
12.0	63.0
12.2	50.0
12.4	32.0
12.6	7.0
12.8	8.0
13.0	2.0
13.2	3.0
13.4	4.0
13.6	1.0
13.8	2.0
14.0	1.0
14.2	3.0
14.4	1.0
14.6	1.0
14.8	1.0
15.0	2.0
15.2	3.0
15.4	1.0
15.6	1.0
15.8	1.0
16.0	2.0
