Distance (mm)	Counts
0.0	2.0
0.2	2.0
0.4	5.0
0.6	7.0
0.8	1.0
1.0	7.0
1.2	2.0
1.4	6.0
1.6	16.0
1.8	28.0
2.0	46.0
2.2	62.0
2.4	77.0
2.6	98.0
2.8	62.0
3.0	36.0
3.2	13.0
3.4	12.0
3.6	6.0
3.8	3.0
4.0	2.0
4.2	4.0
4.4	7.0
4.6	2.0
4.8	2.0
5.0	5.0
5.2	5.0
5.4	1.0
5.6	2.0
5.8	3.0
6.0	2.0
6.2	2.0
6.4	3.0
6.6	3.0
6.8	1.0
7.0	4.0
7.2	2.0
7.4	1.0
7.6	2.0
7.8	2.0
8.0	6.0
8.2	12.0
8.4	9.0
8.6	27.0
8.8	36.0
9.0	57.0
9.2	63.0
9.4	95.0
9.6	71.0
9.8	70.0
10.0	54.0
10.2	29.0
10.4	4.0
10.6	5.0
10.8	8.0
11.0	3.0
11.2	6.0
11.4	0.0
11.6	2.0
11.8	3.0
12.0	2.0
12.2	2.0
12.4	3.0
12.6	4.0
12.8	1.0
13.0	2.0
13.2	3.0
13.4	5.0
13.6	1.0
13.8	3.0
14.0	4.0
14.2	0.0
14.4	1.0
14.6	3.0
14.8	3.0
15.0	0.0
15.2	3.0
15.4	0.0
15.6	2.0
15.8	1.0
16.0	0.0
