Distance (mm)	Counts
0.0	3.0
0.2	1.0
0.4	3.0
0.6	2.0
0.8	3.0
1.0	2.0
1.2	1.0
1.4	2.0
1.6	4.0
1.8	2.0
2.0	3.0
2.2	6.0
2.4	3.0
2.6	4.0
2.8	6.0
3.0	8.0
3.2	15.0
3.4	24.0
3.6	38.0
3.8	47.0
4.0	63.0
4.2	77.0
4.4	71.0
4.6	63.0
4.8	30.0
5.0	17.0
5.2	18.0
5.4	10.0
5.6	6.0
5.8	12.0
6.0	8.0
6.2	23.0
6.4	33.0
6.6	23.0
6.8	50.0
7.0	60.0
7.2	84.0
7.4	76.0
7.6	77.0
7.8	44.0
8.0	36.0
8.2	27.0
8.4	16.0
8.6	4.0
8.8	6.0
9.0	10.0
9.2	2.0
9.4	5.0
9.6	0.0
9.8	3.0
10.0	5.0
10.2	3.0
10.4	6.0
10.6	2.0
10.8	2.0
11.0	4.0
11.2	3.0
11.4	1.0
11.6	1.0
11.8	1.0
12.0	1.0
12.2	3.0
12.4	1.0
12.6	4.0
12.8	1.0
13.0	2.0
13.2	1.0
13.4	2.0
13.6	2.0
13.8	1.0
14.0	1.0
14.2	1.0
14.4	1.0
14.6	2.0
14.8	2.0
15.0	3.0
15.2	2.0
15.4	0.0
15.6	1.0
15.8	1.0
16.0	2.0
