Distance (mm)	Counts
0.0	2.0
0.2	7.0
0.4	1.0
0.6	3.0
0.8	1.0
1.0	3.0
1.2	5.0
1.4	3.0
1.6	2.0
1.8	2.0
2.0	0.0
2.2	4.0
2.4	1.0
2.6	4.0
2.8	4.0
3.0	6.0
3.2	10.0
3.4	7.0
3.6	15.0
3.8	10.0
4.0	16.0
4.2	25.0
4.4	32.0
4.6	51.0
4.8	78.0
5.0	81.0
5.2	82.0
5.4	51.0
5.6	46.0
5.8	49.0
6.0	59.0
6.2	72.0
6.4	60.0
6.6	74.0
6.8	68.0
7.0	48.0
7.2	29.0
7.4	12.0
7.6	7.0
7.8	11.0
8.0	7.0
8.2	5.0
8.4	5.0
8.6	5.0
8.8	2.0
9.0	1.0
9.2	1.0
9.4	4.0
9.6	1.0
9.8	3.0
10.0	6.0
10.2	3.0
10.4	3.0
10.6	4.0
10.8	3.0
11.0	3.0
11.2	3.0
11.4	1.0
11.6	1.0
11.8	1.0
12.0	1.0
12.2	1.0
12.4	5.0
12.6	1.0
12.8	0.0
13.0	1.0
13.2	2.0
13.4	2.0
13.6	2.0
13.8	0.0
14.0	2.0
14.2	0.0
14.4	3.0
14.6	3.0
14.8	3.0
15.0	2.0
15.2	0.0
15.4	1.0
15.6	0.0
15.8	1.0
16.0	2.0
