Distance (mm)	Counts
0.0	7.0
0.2	8.0
0.4	19.0
0.6	18.0
0.8	34.0
1.0	58.0
1.2	92.0
1.4	85.0
1.6	88.0
1.8	64.0
2.0	31.0
2.2	13.0
2.4	5.0
2.6	9.0
2.8	5.0
3.0	6.0
3.2	7.0
3.4	3.0
3.6	4.0
3.8	2.0
4.0	1.0
4.2	5.0
4.4	3.0
4.6	2.0
4.8	1.0
5.0	4.0
5.2	3.0
5.4	3.0
5.6	5.0
5.8	2.0
6.0	4.0
6.2	4.0
6.4	5.0
6.6	4.0
6.8	2.0
7.0	2.0
7.2	3.0
7.4	4.0
7.6	7.0
7.8	0.0
8.0	1.0
8.2	3.0
8.4	4.0
8.6	1.0
8.8	4.0
9.0	2.0
9.2	1.0
9.4	3.0
9.6	6.0
9.8	10.0
10.0	10.0
10.2	14.0
10.4	33.0
10.6	30.0
10.8	80.0
11.0	97.0
11.2	106.0
11.4	75.0
11.6	44.0
11.8	36.0
12.0	20.0
12.2	5.0
12.4	5.0
12.6	10.0
12.8	8.0
13.0	6.0
13.2	4.0
13.4	3.0
13.6	2.0
13.8	3.0
14.0	3.0
14.2	5.0
14.4	1.0
14.6	2.0
14.8	1.0
15.0	0.0
15.2	4.0
15.4	0.0
15.6	0.0
15.8	1.0
16.0	4.0
