Distance (mm)	Counts
0.0	0.0
0.2	2.0
0.4	2.0
0.6	3.0
0.8	2.0
1.0	4.0
1.2	4.0
1.4	5.0
1.6	3.0
1.8	3.0
2.0	1.0
2.2	2.0
2.4	7.0
2.6	1.0
2.8	4.0
3.0	4.0
3.2	4.0
3.4	6.0
3.6	6.0
3.8	8.0
4.0	13.0
4.2	14.0
4.4	22.0
4.6	30.0
4.8	38.0
5.0	63.0
5.2	104.0
5.4	90.0
5.6	138.0
5.8	126.0
6.0	132.0
6.2	106.0
6.4	78.0
6.6	41.0
6.8	35.0
7.0	15.0
7.2	7.0
7.4	8.0
7.6	4.0
7.8	6.0
8.0	4.0
8.2	2.0
8.4	4.0
8.6	5.0
8.8	4.0
9.0	5.0
9.2	1.0
9.4	2.0
9.6	7.0
9.8	2.0
10.0	6.0
10.2	3.0
10.4	1.0
10.6	1.0
10.8	1.0
11.0	2.0
11.2	2.0
11.4	2.0
11.6	1.0
11.8	7.0
12.0	5.0
12.2	1.0
12.4	1.0
12.6	1.0
12.8	5.0
13.0	0.0
13.2	3.0
13.4	3.0
13.6	0.0
13.8	1.0
14.0	2.0
14.2	1.0
14.4	0.0
14.6	1.0
14.8	4.0
15.0	0.0
15.2	3.0
15.4	3.0
15.6	1.0
15.8	1.0
16.0	0.0
