Distance (mm)	Counts
0.0	2.0
0.2	4.0
0.4	2.0
0.6	3.0
0.8	7.0
1.0	4.0
1.2	6.0
1.4	15.0
1.6	18.0
1.8	40.0
2.0	59.0
2.2	70.0
2.4	88.0
2.6	83.0
2.8	52.0
3.0	31.0
3.2	19.0
3.4	15.0
3.6	5.0
3.8	5.0
4.0	2.0
4.2	0.0
4.4	5.0
4.6	4.0
4.8	3.0
5.0	3.0
5.2	3.0
5.4	1.0
5.6	3.0
5.8	3.0
6.0	3.0
6.2	2.0
6.4	1.0
6.6	3.0
6.8	2.0
7.0	3.0
7.2	4.0
7.4	3.0
7.6	9.0
7.8	5.0
8.0	3.0
8.2	12.0
8.4	12.0
8.6	22.0
8.8	25.0
9.0	34.0
9.2	62.0
9.4	69.0
9.6	75.0
9.8	60.0
10.0	76.0
10.2	38.0
10.4	20.0
10.6	5.0
10.8	1.0
11.0	5.0
11.2	7.0
11.4	2.0
11.6	5.0
11.8	0.0
12.0	1.0
12.2	2.0
12.4	2.0
12.6	1.0
12.8	6.0
13.0	0.0
13.2	3.0
13.4	1.0
13.6	1.0
13.8	3.0
14.0	2.0
14.2	5.0
14.4	4.0
14.6	1.0
14.8	3.0
15.0	3.0
15.2	3.0
15.4	3.0
15.6	1.0
15.8	1.0
16.0	0.0
