Distance (mm)	Counts
0.0	1.0
0.2	1.0
0.4	6.0
0.6	6.0
0.8	6.0
1.0	17.0
1.2	39.0
1.4	49.0
1.6	73.0
1.8	74.0
2.0	72.0
2.2	56.0
2.4	34.0
2.6	21.0
2.8	8.0
3.0	6.0
3.2	7.0
3.4	6.0
3.6	4.0
3.8	2.0
4.0	2.0
4.2	3.0
4.4	2.0
4.6	4.0
4.8	2.0
5.0	0.0
5.2	2.0
5.4	3.0
5.6	3.0
5.8	3.0
6.0	3.0
6.2	3.0
6.4	2.0
6.6	2.0
6.8	3.0
7.0	2.0
7.2	1.0
7.4	3.0
7.6	2.0
7.8	0.0
8.0	5.0
8.2	1.0
8.4	2.0
8.6	4.0
8.8	3.0
9.0	3.0
9.2	12.0
9.4	17.0
9.6	20.0
9.8	34.0
10.0	58.0
10.2	66.0
10.4	79.0
10.6	74.0
10.8	57.0
11.0	23.0
11.2	18.0
11.4	11.0
11.6	7.0
11.8	2.0
12.0	4.0
12.2	1.0
12.4	5.0
12.6	4.0
12.8	3.0
13.0	3.0
13.2	6.0
13.4	4.0
13.6	2.0
13.8	4.0
14.0	2.0
14.2	3.0
14.4	2.0
14.6	2.0
14.8	4.0
15.0	4.0
15.2	2.0
15.4	0.0
15.6	2.0
15.8	0.0
16.0	2.0
