Distance (mm)	Counts
0.0	1.0
0.2	11.0
0.4	8.0
0.6	14.0
0.8	36.0
1.0	39.0
1.2	65.0
1.4	96.0
1.6	80.0
1.8	63.0
2.0	29.0
2.2	18.0
2.4	13.0
2.6	6.0
2.8	6.0
3.0	4.0
3.2	6.0
3.4	2.0
3.6	4.0
3.8	3.0
4.0	1.0
4.2	6.0
4.4	2.0
4.6	3.0
4.8	4.0
5.0	2.0
5.2	1.0
5.4	3.0
5.6	2.0
5.8	0.0
6.0	2.0
6.2	4.0
6.4	0.0
6.6	0.0
6.8	2.0
7.0	1.0
7.2	1.0
7.4	5.0
7.6	3.0
7.8	1.0
8.0	2.0
8.2	2.0
8.4	3.0
8.6	3.0
8.8	3.0
9.0	0.0
9.2	2.0
9.4	1.0
9.6	2.0
9.8	3.0
10.0	2.0
10.2	5.0
10.4	2.0
10.6	4.0
10.8	9.0
11.0	10.0
11.2	6.0
11.4	26.0
11.6	29.0
11.8	45.0
12.0	77.0
12.2	66.0
12.4	57.0
12.6	53.0
12.8	27.0
13.0	10.0
13.2	5.0
13.4	2.0
13.6	4.0
13.8	5.0
14.0	0.0
14.2	1.0
14.4	4.0
14.6	2.0
14.8	2.0
15.0	0.0
15.2	3.0
15.4	1.0
15.6	2.0
15.8	7.0
16.0	1.0
