Distance (mm)	Counts
0.0	1.0
0.2	5.0
0.4	3.0
0.6	5.0
0.8	11.0
1.0	17.0
1.2	46.0
1.4	58.0
1.6	60.0
1.8	62.0
2.0	49.0
2.2	30.0
2.4	10.0
2.6	10.0
2.8	5.0
3.0	4.0
3.2	3.0
3.4	5.0
3.6	3.0
3.8	0.0
4.0	3.0
4.2	1.0
4.4	1.0
4.6	0.0
4.8	1.0
5.0	2.0
5.2	3.0
5.4	1.0
5.6	0.0
5.8	0.0
6.0	3.0
6.2	1.0
6.4	1.0
6.6	1.0
6.8	0.0
7.0	2.0
7.2	0.0
7.4	4.0
7.6	2.0
7.8	0.0
8.0	1.0
8.2	0.0
8.4	1.0
8.6	1.0
8.8	2.0
9.0	2.0
9.2	2.0
9.4	1.0
9.6	3.0
9.8	1.0
10.0	1.0
10.2	1.0
10.4	2.0
10.6	4.0
10.8	6.0
11.0	2.0
11.2	9.0
11.4	10.0
11.6	32.0
11.8	43.0
12.0	65.0
12.2	75.0
12.4	62.0
12.6	53.0
12.8	40.0
13.0	13.0
13.2	9.0
13.4	5.0
13.6	4.0
13.8	4.0
14.0	1.0
14.2	1.0
14.4	1.0
14.6	0.0
14.8	2.0
15.0	2.0
15.2	1.0
15.4	2.0
15.6	0.0
15.8	1.0
16.0	5.0
