Distance (mm)	Counts
0.0	2.0
0.2	8.0
0.4	13.0
0.6	27.0
0.8	33.0
1.0	63.0
1.2	77.0
1.4	73.0
1.6	71.0
1.8	32.0
2.0	28.0
2.2	14.0
2.4	7.0
2.6	6.0
2.8	4.0
3.0	4.0
3.2	4.0
3.4	1.0
3.6	0.0
3.8	2.0
4.0	3.0
4.2	0.0
4.4	3.0
4.6	1.0
4.8	3.0
5.0	2.0
5.2	2.0
5.4	1.0
5.6	2.0
5.8	1.0
6.0	1.0
6.2	3.0
6.4	2.0
6.6	0.0
6.8	4.0
7.0	1.0
7.2	3.0
7.4	2.0
7.6	2.0
7.8	0.0
8.0	1.0
8.2	3.0
8.4	5.0
8.6	1.0
8.8	2.0
9.0	3.0
9.2	1.0
9.4	2.0
9.6	0.0
9.8	3.0
10.0	1.0
10.2	3.0
10.4	4.0
10.6	5.0
10.8	8.0
11.0	8.0
11.2	22.0
11.4	29.0
11.6	53.0
11.8	60.0
12.0	63.0
12.2	74.0
12.4	48.0
12.6	30.0
12.8	18.0
13.0	4.0
13.2	4.0
13.4	4.0
13.6	3.0
13.8	2.0
14.0	2.0
14.2	1.0
14.4	2.0
14.6	1.0
14.8	2.0
15.0	1.0
15.2	3.0
15.4	5.0
15.6	0.0
15.8	2.0
16.0	1.0
