Distance (mm)	Counts
0.0	1.0
0.2	1.0
0.4	2.0
0.6	6.0
0.8	3.0
1.0	1.0
1.2	2.0
1.4	4.0
1.6	1.0
1.8	1.0
2.0	2.0
2.2	3.0
2.4	2.0
2.6	3.0
2.8	7.0
3.0	3.0
3.2	16.0
3.4	11.0
3.6	24.0
3.8	44.0
4.0	69.0
4.2	97.0
4.4	69.0
4.6	64.0
4.8	61.0
5.0	38.0
5.2	22.0
5.4	16.0
5.6	11.0
5.8	8.0
6.0	25.0
6.2	18.0
6.4	25.0
6.6	55.0
6.8	57.0
7.0	94.0
7.2	69.0
7.4	88.0
7.6	60.0
7.8	37.0
8.0	31.0
8.2	11.0
8.4	11.0
8.6	5.0
8.8	2.0
9.0	4.0
9.2	4.0
9.4	6.0
9.6	2.0
9.8	2.0
10.0	1.0
10.2	2.0
10.4	3.0
10.6	2.0
10.8	6.0
11.0	4.0
11.2	0.0
11.4	1.0
11.6	4.0
11.8	2.0
12.0	5.0
12.2	1.0
12.4	0.0
12.6	2.0
12.8	2.0
13.0	0.0
13.2	1.0
13.4	1.0
13.6	2.0
13.8	1.0
14.0	2.0
14.2	0.0
14.4	2.0
14.6	5.0
14.8	0.0
15.0	0.0
15.2	1.0
15.4	3.0
15.6	1.0
15.8	0.0
16.0	1.0
